	feature	coef
0	eRNA_chr6_41694020_41695500_minus	-0.1230904430936585
1	DEG_ENSG00000138592.13	0.199505379066622
2	DEG_ENSG00000176076.7	0.6099695181013753
3	DEG_ENSG00000226253.1	-0.11754082189157705
4	DEG_ENSG00000146859.6	-0.12993822461010165
5	DEG_ENSG00000269293.2	-0.3415623981782234
6	eRNA_chr14_68097270_68113000_plus	0.1580671482104773
7	eRNA_chr17_30401360_30416350_plus	0.17730823992400574
8	eRNA_chr10_74167470_74167810_plus	-0.09022405827652513
9	DEG_ENSG00000281969.1	-0.06972953319275521
10	DEG_ENSG00000272056.1	-0.05764455617345954
11	DEG_ENSG00000189060.5	-0.21709189517523225
12	DEG_ENSG00000090013.10	0.05811662779742516
13	eRNA_chr14_86087220_86088900_plus	-0.04093641211897439
14	DEG_ENSG00000241868.3	0.251336883773626
15	DEG_ENSG00000230257.2	0.21292649415604617
16	eRNA_chr10_6270120_6274350_plus	-0.13114317868858755
17	DEG_ENSG00000273333.2	0.3031790266537531
18	DEG_ENSG00000167536.13	-0.07689870683123821
19	DEG_ENSG00000157734.13	-0.13713680312517817
20	eRNA_chr1_51850270_51852340_minus	0.17624876906720627
21	eRNA_chr21_44793770_44794360_minus	0.12098216258595068
22	DEG_ENSG00000273306.1	0.02278897484421768
23	DEG_ENSG00000272361.2	-0.14707260845768366
24	eRNA_chrX_19556240_19558190_minus	0.18262028074773087
25	DEG_ENSG00000134061.5	0.11225077695886529
26	DEG_ENSG00000146540.14	0.0207791400653638
27	eRNA_chr7_92652970_92653240_minus	-0.13888622345732632
28	DEG_ENSG00000168434.12	-0.2053800842607359
29	eRNA_chr6_158657000_158657850_plus	0.2534435630652052
30	DEG_ENSG00000271734.1	-0.06678751900192906
31	eRNA_chr12_31720940_31722750_minus	-0.10785290603021228
32	eRNA_chr5_172775050_172775580_minus	-0.13810653066121972
33	eRNA_chr9_3574670_3576870_plus	-0.04838484732228293
34	DEG_ENSG00000114054.13	-0.16378302836773503
35	eRNA_chr17_77384530_77385290_plus	0.28459543361192596
36	DEG_ENSG00000048052.21	-0.0704999502487548
37	DEG_ENSG00000120659.14	0.05620368539885977
38	circRNA_chr7_75166536_75166877_minus	0.0705247640042514
39	eRNA_chr5_14444820_14445190_plus	-0.08206634091960935
40	eRNA_chr17_3911970_3913120_minus	0.016609515375595702
41	eRNA_chr2_25330850_25331780_minus	0.25263006525701337
42	eRNA_chr12_98642130_98643600_minus	-0.2913111490197184
43	DEG_ENSG00000272829.1	-0.06710980979243854
44	eRNA_chrX_41710310_41712590_minus	-0.07449365493560836
45	DEG_ENSG00000249667.1	-0.061046707454126645
46	DEG_ENSG00000173727.12	-0.005919691588759643
47	eRNA_chr12_100132870_100133910_minus	-0.09867317479222797
48	eRNA_chr6_27834980_27835120_minus	0.24129091162787175
49	eRNA_chr8_116727120_116727930_minus	-0.21609181149339385
50	DEG_ENSG00000277771.1	0.10299235652787378
51	DEG_ENSG00000254396.1	0.23787937854427085
52	DEG_ENSG00000285931.1	-0.029487800712682838
53	eRNA_chr5_89450450_89450810_plus	0.16553933775015145
54	DEG_ENSG00000167674.14	0.43459125190693293
55	eRNA_chr15_69724680_69725110_plus	0.09174732590704715
56	eRNA_chr15_63942470_63943050_minus	-0.31633124291852227
57	DEG_ENSG00000211938.2	-0.18691953479405388
58	DEG_ENSG00000276704.1	-0.2641820646696945
59	eRNA_chr11_14892820_14896380_plus	0.04179622112698292
60	eRNA_chr7_92723590_92724540_minus	-0.12281942613435533
61	eRNA_chr15_79961850_79963360_minus	0.0689477029045914
62	DEG_ENSG00000244436.2	-0.08972471389776114
63	DEG_ENSG00000184900.15	0.1669510322292217
64	eRNA_chr3_99824870_99826710_plus	-0.043555302431139906
65	DEG_ENSG00000277423.1	-0.29259777945619764
66	eRNA_chr6_24942250_24945730_plus	0.04196584430192006
67	DEG_ENSG00000136319.11	0.47288924990749515
68	eRNA_chr1_149881750_149883230_minus	-0.3597192454168179
69	DEG_ENSG00000107669.17	0.23532652890376976
70	eRNA_chr17_44114490_44115020_minus	0.46186781101674845
71	DEG_ENSG00000263956.6	-0.025498294918185727
72	DEG_ENSG00000104324.15	0.4333641936034857
73	DEG_ENSG00000113719.15	-0.07975604431687233
74	DEG_ENSG00000214456.8	-0.6488518372427597
75	eRNA_chr9_136540010_136540660_plus	0.05186462687387064
76	eRNA_chr5_100572780_100575170_plus	0.10321289687262919
77	eRNA_chr8_120677370_120681780_minus	-0.07968153813494354
78	DEG_ENSG00000132155.11	-0.2826148094662026
79	eRNA_chr15_58506420_58506670_minus	-0.05931328161091164
80	PRS	0.48057864441081855
81	Clin_upsit_total_score	-1.1387026466257788
82	Clin_sex_int	0.03874678619828764
83	Clin_age_at_baseline	0.22649737954096774
