	feature	coef
0	eRNA_chr6_41694020_41695500_minus	0.5817752599152654
1	DEG_ENSG00000138592.13	0.9505668870880428
2	DEG_ENSG00000176076.7	1.1525975289601063
3	DEG_ENSG00000226253.1	-0.3687279967776213
4	DEG_ENSG00000146859.6	0.17083823960650865
5	DEG_ENSG00000269293.2	-0.989738327015407
6	eRNA_chr14_68097270_68113000_plus	0.39611665524119405
7	eRNA_chr17_30401360_30416350_plus	0.41902787376863665
8	eRNA_chr10_74167470_74167810_plus	-0.5981509155348114
9	DEG_ENSG00000281969.1	-0.07708786135447428
10	DEG_ENSG00000272056.1	-0.4069994008551303
11	DEG_ENSG00000189060.5	-0.9898141769972264
12	DEG_ENSG00000090013.10	-0.370960317737974
13	eRNA_chr14_86087220_86088900_plus	-0.2586338334974847
14	DEG_ENSG00000241868.3	0.7209150808823951
15	DEG_ENSG00000230257.2	0.7067413545753524
16	eRNA_chr10_6270120_6274350_plus	-0.6402963195577165
17	DEG_ENSG00000273333.2	1.2968269164083308
18	DEG_ENSG00000167536.13	-0.04053600275948564
19	DEG_ENSG00000157734.13	-0.41449517584003426
20	eRNA_chr1_51850270_51852340_minus	0.28025766869625607
21	eRNA_chr21_44793770_44794360_minus	0.17004353684320625
22	DEG_ENSG00000273306.1	-0.09550338912162011
23	DEG_ENSG00000272361.2	-0.6948884528628655
24	eRNA_chrX_19556240_19558190_minus	0.7619867099546944
25	DEG_ENSG00000134061.5	-0.4822070508121857
26	DEG_ENSG00000146540.14	-0.27054186182228707
27	eRNA_chr7_92652970_92653240_minus	-0.6144024049294791
28	DEG_ENSG00000168434.12	-0.8154251007552544
29	eRNA_chr6_158657000_158657850_plus	0.9597775168743617
30	DEG_ENSG00000271734.1	-0.09058003092431448
31	eRNA_chr12_31720940_31722750_minus	-0.39659826999956077
32	eRNA_chr5_172775050_172775580_minus	-0.37911176677329206
33	eRNA_chr9_3574670_3576870_plus	-0.07962991781859316
34	DEG_ENSG00000114054.13	-0.2686486147488307
35	eRNA_chr17_77384530_77385290_plus	1.4275059675497772
36	DEG_ENSG00000048052.21	0.011922262120276578
37	DEG_ENSG00000120659.14	0.22548775996276682
38	circRNA_chr7_75166536_75166877_minus	0.24090289829450368
39	eRNA_chr5_14444820_14445190_plus	-0.3774823967003322
40	eRNA_chr17_3911970_3913120_minus	-0.13639030996210005
41	eRNA_chr2_25330850_25331780_minus	0.9626502244623094
42	eRNA_chr12_98642130_98643600_minus	-0.5054330161980282
43	DEG_ENSG00000272829.1	-0.5662635241335108
44	eRNA_chrX_41710310_41712590_minus	-0.40841647364657957
45	DEG_ENSG00000249667.1	-0.40919973532565235
46	DEG_ENSG00000173727.12	-0.10025675306163721
47	eRNA_chr12_100132870_100133910_minus	-0.14814916061612246
48	eRNA_chr6_27834980_27835120_minus	0.6029964857038377
49	eRNA_chr8_116727120_116727930_minus	-0.04608755872771963
50	DEG_ENSG00000277771.1	0.1475481412684381
51	DEG_ENSG00000254396.1	1.0161020765113649
52	DEG_ENSG00000285931.1	0.24526074617373372
53	eRNA_chr5_89450450_89450810_plus	0.6376716577748452
54	DEG_ENSG00000167674.14	1.3432687900699458
55	eRNA_chr15_69724680_69725110_plus	0.3365725702149374
56	eRNA_chr15_63942470_63943050_minus	-0.6886018594032063
57	DEG_ENSG00000211938.2	-0.7327669327586468
58	DEG_ENSG00000276704.1	-0.3790340063118193
59	eRNA_chr11_14892820_14896380_plus	0.32001262692285104
60	eRNA_chr7_92723590_92724540_minus	-0.5004236561130909
61	eRNA_chr15_79961850_79963360_minus	-0.08220523383803688
62	DEG_ENSG00000244436.2	-0.35585622897766717
63	DEG_ENSG00000184900.15	0.47184048593556444
64	eRNA_chr3_99824870_99826710_plus	-0.18323366138705188
65	DEG_ENSG00000277423.1	-1.1148376389492534
66	eRNA_chr6_24942250_24945730_plus	0.16029322132345705
67	DEG_ENSG00000136319.11	0.7323249759785347
68	eRNA_chr1_149881750_149883230_minus	-1.0503685866776922
69	DEG_ENSG00000107669.17	0.8409057263824226
70	eRNA_chr17_44114490_44115020_minus	0.8775067205261505
71	DEG_ENSG00000263956.6	-0.07940644171766045
72	DEG_ENSG00000104324.15	0.48328636920351503
73	DEG_ENSG00000113719.15	-0.20248722579450337
74	DEG_ENSG00000214456.8	-1.413357615460916
75	eRNA_chr9_136540010_136540660_plus	-0.016125117281857827
76	eRNA_chr5_100572780_100575170_plus	0.1730011775249993
77	eRNA_chr8_120677370_120681780_minus	-0.23444638324134462
78	DEG_ENSG00000132155.11	-0.49747455672256863
79	eRNA_chr15_58506420_58506670_minus	-0.3472603470432605
80	PRS	2.2092676005585905
81	Clin_upsit_total_score	-6.703050629525159
82	Clin_sex_int	0.30100567715022597
83	Clin_age_at_baseline	1.1137533110146964
